AirportCode,CityCode,CountryCode,LocationType,Latitude,Longitude,TimeZoneId,UtcOffset,Names
JAC,JAC,US,Airport,43.6072,-110.7378,America/Denver,-6.0,"Jackson, WY"
JAI,JAI,IN,Airport,26.8242,75.8122,Asia/Kolkata,5.5,Jaipur
JAN,JAN,US,Airport,32.3111,-90.0758,America/Chicago,-5.0,"Jackson, Mississippi - International"
JAX,JAX,US,Airport,30.4942,-81.6878,America/New_York,-4.0,"Jacksonville, International, FL"
JDH,JDH,IN,Airport,26.2511,73.0489,Asia/Kolkata,5.5,Jodhpur
JDZ,JDZ,CN,Airport,29.3392,117.1764,Asia/Shanghai,8.0,Jingdezhen
JED,JED,SA,Airport,21.6794,39.1567,Asia/Riyadh,3.0,Jeddah - King Abdul Aziz International
JER,JER,GB,Airport,49.2078,-2.1953,Europe/London,1.0,Jersey
JFK,NYC,US,Airport,40.6397,-73.7789,America/New_York,-4.0,"New York - JFK International, NY"
JGA,JGA,IN,Airport,22.4656,70.0125,Asia/Kolkata,5.5,Jamnagar
JHB,JHB,MY,Airport,1.6389,103.6703,Asia/Kuala_Lumpur,8.0,Johor Bahru - Sultan Ismail International
JHM,JHM,US,Airport,20.9631,-156.6731,Pacific/Honolulu,-10.0,Kapalua
JIB,JIB,DJ,Airport,11.5472,43.1594,Africa/Djibouti,3.0,Djibouti
JIJ,JIJ,ET,Airport,9.3633,42.7897,Africa/Addis_Ababa,3.0,Jijiga
JIM,JIM,ET,Airport,7.6628,36.8181,Africa/Addis_Ababa,3.0,Jimma
JJN,JJN,CN,Airport,24.7956,118.5881,Asia/Shanghai,8.0,Quanzhou
JKG,JKG,SE,Airport,57.7575,14.0686,Europe/Stockholm,2.0,Jonkoping
JKH,JKH,GR,Airport,38.3431,26.1406,Europe/Athens,3.0,Chios
JLR,JLR,IN,Airport,23.1778,80.0519,Asia/Kolkata,5.5,Jabalpur
JMK,JMK,GR,Airport,37.435,25.3481,Europe/Athens,3.0,Mykonos
JMS,JMS,US,Airport,46.9297,-98.6783,America/Chicago,-5.0,"Jamestown, North Dakota"
JMU,JMU,CN,Airport,46.8433,130.4653,Asia/Shanghai,8.0,Jiamusi
JNB,JNB,ZA,Airport,-26.1392,28.2461,Africa/Johannesburg,2.0,Johannesburg- O.R. Tambo International Airport
JOI,JOI,BR,Airport,-26.2244,-48.7975,America/Sao_Paulo,-3.0,Joinville
JOK,JOK,RU,Airport,56.7008,47.8964,Europe/Moscow,3.0,Yoshkar-Ola
JPA,JPA,BR,Airport,-7.1483,-34.9506,America/Araguaina,-3.0,JOAO PESSOA CASTRO PINTO INTL
JRH,JRH,IN,Airport,26.7317,94.1756,Asia/Kolkata,5.5,Jorhat
JRO,JRO,TZ,Airport,-3.4294,37.0744,Africa/Dar_es_Salaam,3.0,Kilimanjaro
JSH,JSH,GR,Airport,35.2161,26.1014,Europe/Athens,3.0,SITEIA
JSI,JSI,GR,Airport,39.1772,23.5036,Europe/Athens,3.0,Skiathos
JTR,JTR,GR,Airport,36.3992,25.4794,Europe/Athens,3.0,Thira
JUB,JUB,SS,Airport,4.8719,31.6011,Africa/Juba,3.0,Juba
JUJ,JUJ,AR,Airport,-24.3928,-65.0978,America/Argentina/Buenos_Aires,-3.0,Jujuy
JUL,JUL,PE,Airport,-15.4672,-70.1581,America/Lima,-5.0,JULIACA INCO MANCO CAPAC INTL
JUZ,JUZ,CN,Airport,28.9672,118.9,Asia/Urumqi,6.0,QUZHOU
KAN,KAN,NG,Airport,12.0475,8.5247,Africa/Lagos,1.0,MALLAM AMINU KANO INTL
KAO,KAO,FI,Airport,65.9875,29.2394,Europe/Helsinki,3.0,Kuusamo
KBL,KBL,AF,Airport,34.5658,69.2125,Asia/Kabul,4.5,KABUL INTERNATIONAL
KBP,IEV,UA,Airport,50.345,30.8947,Europe/Kiev,3.0,Kiev - Boryspil Int´l
KBR,KBR,MY,Airport,6.1675,102.2911,Asia/Kuala_Lumpur,8.0,Kota Bharu
KBV,KBV,TH,Airport,8.0958,98.9889,Asia/Bangkok,7.0,Krabi
KCH,KCH,MY,Airport,1.4842,110.3439,Asia/Kuala_Lumpur,8.0,Kuching
KCM,KCM,TR,Airport,37.5389,36.9533,Europe/Istanbul,3.0,Kahramanmaras
KCZ,KCZ,JP,Airport,33.5461,133.6694,Asia/Tokyo,9.0,Kochi
KEF,REK,IS,Airport,63.985,-22.6056,Atlantic/Reykjavik,0.0,Reykjavik - Keflavik International
KFS,KFS,TR,Airport,41.315,33.7961,Europe/Istanbul,3.0,Kastamonu
KGD,KGD,RU,Airport,54.89,20.5925,Europe/Kaliningrad,2.0,Kaliningrad
KGL,KGL,RW,Airport,-1.9686,30.1394,Africa/Kigali,2.0,Kigali
KGS,KGS,GR,Airport,36.7933,27.0917,Europe/Athens,3.0,Kos
KHE,KHE,UA,Airport,46.6772,32.5072,Europe/Kiev,3.0,Kherson
KHG,KHG,CN,Airport,39.5425,76.02,Asia/Urumqi,6.0,Kashi
KHH,KHH,TW,Airport,22.5772,120.35,Asia/Taipei,8.0,Kaohsiung International
KHI,KHI,PK,Airport,24.9067,67.1608,Asia/Karachi,5.0,Karachi
KHN,KHN,CN,Airport,28.8639,115.9022,Asia/Shanghai,8.0,Nanchang
KHV,KHV,RU,Airport,48.5281,135.1883,Asia/Vladivostok,10.0,Khabarovsk
KIJ,KIJ,JP,Airport,37.9558,139.1208,Asia/Tokyo,9.0,Niigata
KIM,KIM,ZA,Airport,-28.8028,24.7653,Africa/Johannesburg,2.0,Kimberley
KIN,KIN,JM,Airport,17.9356,-76.7875,America/Jamaica,-5.0,Norman Manley Intl
KIV,KIV,MD,Airport,46.9278,28.9308,Europe/Chisinau,3.0,Chisinau
KIX,OSA,JP,Airport,34.4272,135.2442,Asia/Tokyo,9.0,Osaka - Kansai International
KJA,KJA,RU,Airport,56.1731,92.4933,Asia/Krasnoyarsk,7.0,Krasnoyarsk
KJR,FKB,DE,RailwayStation,0.0,0.0,Europe/Berlin,2.0,Karlsruhe - Hbf Railway Station
KKC,KKC,TH,Airport,16.4644,102.7822,Asia/Bangkok,7.0,Khon Kaen
KKE,KKE,NZ,Airport,-35.2578,173.9119,Pacific/Auckland,12.0,Kerikeri
KKJ,KKJ,JP,Airport,33.8458,131.0347,Asia/Tokyo,9.0,Kita Kyushu
KKN,KKN,NO,Airport,69.7258,29.8914,Europe/Oslo,2.0,Kirkenes
KLO,KLO,PH,Airport,11.6844,122.3811,Asia/Manila,8.0,Kalibo
KLR,KLR,SE,Airport,56.6856,16.2875,Europe/Stockholm,2.0,Kalmar
KLT,KLT,DE,RailwayStation,49.0,7.0,Europe/Berlin,2.0,Kaiserslautern
KLU,KLU,AT,Airport,46.6428,14.3378,Europe/Vienna,2.0,Klagenfurt
KLX,KLX,GR,Airport,37.0683,22.0256,Europe/Athens,3.0,Kalamata
KMG,KMG,CN,Airport,25.1086,102.935,Asia/Shanghai,8.0,Kunming
KMI,KMI,JP,Airport,31.8772,131.4486,Asia/Tokyo,9.0,Miyazaki
KMJ,KMJ,JP,Airport,32.8372,130.855,Asia/Tokyo,9.0,Kumamoto
KMQ,KMQ,JP,Airport,36.3947,136.4067,Asia/Tokyo,9.0,Komatsu
KNC,KNC,CN,Airport,0.0,0.0,Asia/Shanghai,8.0,Ji'An
KNO,MES,ID,Airport,3.6378,98.8719,Asia/Jakarta,7.0,Medan Kuala Namu
KNU,KNU,IN,Airport,26.4406,80.3672,Asia/Kolkata,5.5,Kanpur
KOA,KOA,US,Airport,19.7389,-156.0456,Pacific/Honolulu,-10.0,Kona
KOJ,KOJ,JP,Airport,31.8033,130.7194,Asia/Tokyo,9.0,Kagoshima
KOW,KOW,CN,Airport,25.8514,114.7753,Asia/Urumqi,6.0,Ganzhou Huangjin
KPO,KPO,KR,Airport,35.9878,129.4206,Asia/Seoul,9.0,P'Ohang
KRK,KRK,PL,Airport,50.0778,19.7847,Europe/Warsaw,2.0,Krakow
KRL,KRL,CN,Airport,41.6992,86.1303,Asia/Urumqi,6.0,Korla
KRN,KRN,SE,Airport,67.8219,20.3367,Europe/Stockholm,2.0,Kiruna
KRR,KRR,RU,Airport,45.0325,39.1664,Europe/Moscow,3.0,Krasnodar
KRS,KRS,NO,Airport,58.2042,8.0853,Europe/Oslo,2.0,Kristiansand - Kjevik
KRT,KRT,SD,Airport,15.5894,32.5531,Africa/Khartoum,2.0,Khartoum
KRY,KRY,CN,Airport,45.4661,84.9539,Asia/Urumqi,6.0,Karamay
KSA,KSA,FM,Airport,5.3569,162.9583,Pacific/Kosrae,11.0,Kosrae International
KSC,KSC,SK,Airport,48.6631,21.2411,Europe/Bratislava,2.0,Kosice
KSD,KSD,SE,Airport,59.4447,13.3375,Europe/Stockholm,2.0,Karlstad
KSU,KSU,NO,Airport,63.1117,7.8244,Europe/Oslo,2.0,Kristiansund - Kvernberget
KSY,KSY,TR,Airport,40.5622,43.115,Europe/Istanbul,3.0,Kars
KTM,KTM,NP,Airport,27.6967,85.3592,Asia/Kathmandu,5.75,Kathmandu - Tribhuvan
KTN,KTN,US,Airport,55.3556,-131.7139,America/Anchorage,-8.0,Ketchikan International
KTT,KTT,FI,Airport,67.7011,24.8469,Europe/Helsinki,3.0,Kittila
KTW,KTW,PL,Airport,50.4742,19.08,Europe/Warsaw,2.0,Katowice
KUA,KUA,MY,Airport,3.7808,103.2094,Asia/Kuala_Lumpur,8.0,Kuantan
KUF,KUF,RU,Airport,53.5039,50.1517,Europe/Samara,4.0,Samara Int'l Apt. Kuromoch
KUH,KUH,JP,Airport,43.0408,144.1931,Asia/Tokyo,9.0,Kushiro
KUL,KUL,MY,Airport,3.129722222,101.5519444,Asia/Kuala_Lumpur,8.0,Kuala Lumpur Int'l (Sepang)
KUN,KUN,LT,Airport,54.9639,24.0847,Europe/Vilnius,3.0,Kaunas
KUO,KUO,FI,Airport,63.0072,27.7978,Europe/Helsinki,3.0,Kuopio
KVA,KVA,GR,Airport,40.9133,24.6192,Europe/Athens,3.0,Kavala
KVX,KVX,RU,Airport,58.5008,49.3422,Europe/Moscow,3.0,Kirov
KWA,KWA,MH,Airport,8.72,167.7317,Pacific/Majuro,12.0,Kwajalein Island Bucholz Aaf
KWE,KWE,CN,Airport,26.5386,106.8008,Asia/Shanghai,8.0,Guiyang
KWI,KWI,KW,Airport,29.2267,47.9689,Asia/Kuwait,3.0,Kuwait International
KWJ,KWJ,KR,Airport,35.1264,126.8089,Asia/Seoul,9.0,Gwangju
KWL,KWL,CN,Airport,25.2181,110.0392,Asia/Shanghai,8.0,Guilin
KWQ,KSF,DE,RailwayStation,0.0,0.0,Europe/Berlin,2.0,Kassel - Railway Station Wilhelmshoehe
KYA,KYA,TR,Airport,37.9789,32.5619,Europe/Istanbul,3.0,Konya
KZN,KZN,RU,Airport,55.6061,49.2786,Europe/Moscow,3.0,Kazan
LAD,LAD,AO,Airport,-8.8583,13.2311,Africa/Luanda,1.0,Luanda
LAN,LAN,US,Airport,42.7786,-84.5872,America/New_York,-4.0,Lansing
LAP,LAP,MX,Airport,24.0728,-110.3625,America/Mazatlan,-6.0,La Paz
LAR,LAR,US,Airport,41.3119,-105.675,America/Denver,-6.0,Laramie
LAS,LAS,US,Airport,36.08,-115.1522,America/Los_Angeles,-7.0,"Las Vegas - McCarran International, NV"
LAX,LAX,US,Airport,33.9425,-118.4081,America/Los_Angeles,-7.0,"Los Angeles International, CA"
LBB,LBB,US,Airport,33.6636,-101.8228,America/Chicago,-5.0,"Lubbock International, TX"
LBF,LBF,US,Airport,41.1311,-100.6931,America/Chicago,-5.0,North Platte
LBL,LBL,US,Airport,37.0442,-100.96,America/Chicago,-5.0,Liberal
LBU,LBU,MY,Airport,5.2972,115.2525,Asia/Kuala_Lumpur,8.0,Labuan
LBV,LBV,GA,Airport,0.4586,9.4122,Africa/Libreville,1.0,Libreville
LCA,LCA,CY,Airport,34.875,33.6247,Asia/Nicosia,3.0,Larnaca
LCH,LCH,US,Airport,30.1261,-93.2233,America/Chicago,-5.0,Lake Charles
LCJ,LCJ,PL,Airport,51.7219,19.3981,Europe/Warsaw,2.0,Lodz Lublinek Airport
LCY,LON,GB,Airport,51.505,0.0542,Europe/London,1.0,London City Airport
LDB,LDB,BR,Airport,-23.3336,-51.13,America/Sao_Paulo,-3.0,Londrina
LDE,LDE,FR,Airport,43.1856,-0.0028,Europe/Paris,2.0,Lourdes/Tarbes
LED,LED,RU,Airport,59.8003,30.2625,Europe/Moscow,3.0,St. Petersburg - Pulkovo International
LEI,LEI,ES,Airport,36.8439,-2.37,Europe/Madrid,2.0,Almeria
LEJ,LEJ,DE,Airport,51.4325,12.2417,Europe/Berlin,2.0,Leipzig/Halle
LET,LET,CO,Airport,-4.1936,-69.9431,America/Bogota,-5.0,Leticia Alfredo V. Cobo International
LEX,LEX,US,Airport,38.0364,-84.6058,America/New_York,-4.0,"Lexington, KY"
LFQ,LFQ,CN,Airport,36.0397,111.4917,Asia/Urumqi,6.0,Linfen Qiaoli
LFT,LFT,US,Airport,30.2053,-91.9875,America/Chicago,-5.0,"Lafayette, Louisiana - Regional"
LFW,LFW,TG,Airport,6.1656,1.2544,Africa/Lome,0.0,Lome
LGA,NYC,US,Airport,40.7772,-73.8725,America/New_York,-4.0,New York - La Guardia
LGB,LGB,US,Airport,33.8178,-118.1517,America/Los_Angeles,-7.0,Long Beach
LGG,LGG,BE,Airport,50.6375,5.4433,Europe/Brussels,2.0,Liege - Bierset
LGK,LGK,MY,Airport,6.3386,99.7322,Asia/Kuala_Lumpur,8.0,Langkawi
LGW,LON,GB,Airport,51.1481,-0.1903,Europe/London,1.0,London
LHE,LHE,PK,Airport,31.5217,74.4036,Asia/Karachi,5.0,Lahore
LHR,LON,GB,Airport,51.4775,-0.4614,Europe/London,1.0,London Heathrow
LHW,LHW,CN,Airport,36.5167,103.6167,Asia/Shanghai,8.0,Lanzhou - Lanzhou Airport
LIH,LIH,US,Airport,21.9764,-159.3361,Pacific/Honolulu,-10.0,Kauai Island - Lihue
LIM,LIM,PE,Airport,-12.0219,-77.1144,America/Lima,-5.0,Lima
LIN,MIL,IT,Airport,45.4494,9.2783,Europe/Rome,2.0,Milan Linate
LIR,LIR,CR,Airport,10.5933,-85.5444,America/Costa_Rica,-6.0,Liberia
LIS,LIS,PT,Airport,38.7742,-9.1342,Europe/Lisbon,1.0,Lisbon – Aeroporto de Lisboa
LIT,LIT,US,Airport,34.7294,-92.2244,America/Chicago,-5.0,Little Rock
LJG,LJG,CN,Airport,26.6742,100.2436,Asia/Urumqi,6.0,Lijiang Sanyi
LJU,LJU,SI,Airport,46.22361111,14.4575,Europe/Ljubljana,2.0,Ljubljana
LKO,LKO,IN,Airport,26.7606,80.8894,Asia/Kolkata,5.5,Lucknow
LLA,LLA,SE,Airport,65.5439,22.1219,Europe/Stockholm,2.0,Lulea
LLI,LLI,ET,Airport,11.975,38.98,Africa/Addis_Ababa,3.0,Lalibela
LLW,LLW,MW,Airport,-13.7894,33.7811,Africa/Blantyre,2.0,Lilongwe - Kamuzu International
LMP,LMP,IT,Airport,35.4981,12.6183,Europe/Rome,2.0,Lampedusa
LNK,LNK,US,Airport,40.8511,-96.7592,America/Chicago,-5.0,"Lincoln, NE"
LNY,LNY,US,Airport,20.7856,-156.9514,Pacific/Honolulu,-10.0,Lanai City
LNZ,LNZ,AT,Airport,48.2333,14.1875,Europe/Vienna,2.0,Linz - Blue Danube
LOS,LOS,NG,Airport,6.5775,3.3211,Africa/Lagos,1.0,Lagos
LPA,LPA,ES,Airport,27.9319,-15.3867,Atlantic/Canary,1.0,Las Palmas - Aeropuerto de Gran Canaria
LPB,LPB,BO,Airport,-16.5133,-68.1922,America/La_Paz,-4.0,La Paz
LPI,LPI,SE,Airport,58.4022,15.5256,Europe/Stockholm,2.0,Linkoping
LPQ,LPQ,LA,Airport,19.8978,102.1608,Asia/Vientiane,7.0,Luang Prabang
LPT,LPT,TH,Airport,18.2722,99.5042,Asia/Bangkok,7.0,Lampang
LRD,LRD,US,Airport,27.5439,-99.4617,America/Chicago,-5.0,Laredo International
LRM,LRM,DO,Airport,18.4508,-68.9119,America/Santo_Domingo,-4.0,La Romana
LSC,LSC,CL,Airport,-29.9164,-71.1994,America/Santiago,-4.0,La Serena
LSP,LSP,VE,Airport,11.7808,-70.1514,America/Caracas,-4.0,Las Piedras
LST,LST,AU,Airport,-41.5453,147.2111,Australia/Hobart,10.0,Launceston
LTN,LON,GB,Airport,51.8747,-0.3683,Europe/London,1.0,London Luton Apt
LUG,LUG,CH,Airport,46.0042,8.9106,Europe/Zurich,2.0,Lugano
LUN,LUN,ZM,Airport,-15.3308,28.4525,Africa/Lusaka,2.0,Lusaka
LUX,LUX,LU,Airport,49.6233,6.2044,Europe/Luxembourg,2.0,Luxemburg
LUZ,LUZ,PL,Airport,51.2314,22.6906,Europe/Warsaw,2.0,Lublin
LVI,LVI,ZM,Airport,-17.8217,25.8228,Africa/Lusaka,2.0,Livingstone
LWB,LWB,US,Airport,37.8561,-80.4019,America/New_York,-4.0,Lewisburg
LWO,LWO,UA,Airport,49.8125,23.9561,Europe/Kiev,3.0,Lviv
LWS,LWS,US,Airport,46.3756,-117.0136,America/Los_Angeles,-7.0,Lewiston
LXA,LXA,CN,Airport,29.2981,90.9122,Asia/Urumqi,6.0,Lhasa/Lasa Gonggar
LXR,LXR,EG,Airport,25.6711,32.7067,Africa/Cairo,2.0,Luxor
LXS,LXS,GR,Airport,39.9169,25.2364,Europe/Athens,3.0,Lemnos
LYH,LYH,US,Airport,37.3267,-79.2006,America/New_York,-4.0,Lynchburg
LYI,LYI,CN,Airport,35.0494,118.4119,Asia/Shanghai,8.0,Linyi
LYR,LYR,NO,Airport,78.2461,15.4656,Arctic/Longyearbyen,2.0,Longyearbyen - Svalbard
LYS,LYS,FR,Airport,45.7256,5.0811,Europe/Paris,2.0,Lyon Saint Exupéry
LZH,LZH,CN,Airport,24.2078,109.3914,Asia/Shanghai,8.0,Liuzhou
LZS,LNZ,AT,RailwayStation,48.2906,14.2911,Europe/Vienna,2.0,Linz Rail Station
LZY,LZY,CN,Airport,29.3058,94.3386,Asia/Urumqi,6.0,Nyingchi/Linzhi Mainling/Milin
MAA,MAA,IN,Airport,12.9944,80.1806,Asia/Kolkata,5.5,Chennai/Madras
MAD,MAD,ES,Airport,40.4936,-3.5667,Europe/Madrid,2.0,Madrid Barajas
MAF,MAF,US,Airport,31.9425,-102.2019,America/Chicago,-5.0,Midland Odessa
MAH,MAH,ES,Airport,39.8625,4.2186,Europe/Madrid,2.0,Menorca - Mahon
MAJ,MAJ,MH,Airport,7.0647,171.2719,Pacific/Majuro,12.0,Majuro Amata Kabua International
MAN,MAN,GB,Airport,53.3536,-2.275,Europe/London,1.0,Manchester
MAO,MAO,BR,Airport,-3.0386,-60.0497,America/Porto_Velho,-4.0,Manaus - Eduardo Gomez International
MAR,MAR,VE,Airport,10.5583,-71.7278,America/Caracas,-4.0,Maracaibo
MBA,MBA,KE,Airport,-4.0281,39.5997,Africa/Nairobi,3.0,Mombasa - Moi International
MBE,MBE,JP,Airport,44.3039,143.4042,Asia/Tokyo,9.0,Monbetsu
MBJ,MBJ,JM,Airport,18.5036,-77.9133,America/Jamaica,-5.0,Montego Bay - Sangster International
MBS,MBS,US,Airport,43.5319,-84.0825,America/New_York,-4.0,Saginaw
MCI,MKC,US,Airport,39.2975,-94.7139,America/Chicago,-5.0,"Kansas City, International, MO"
MCK,MCK,US,Airport,40.2078,-100.5928,America/Chicago,-5.0,Mccook
MCO,ORL,US,Airport,28.4294,-81.3089,America/New_York,-4.0,"Orlando International, FL"
MCT,MCT,OM,Airport,23.5928,58.2817,Asia/Muscat,4.0,Muscat International
MCZ,MCZ,BR,Airport,-9.5108,-35.7917,America/Belem,-3.0,Maceio
MDC,MDC,ID,Airport,1.5492,124.9264,Asia/Makassar,8.0,Manado
MDE,MDE,CO,Airport,6.1644,-75.4231,America/Bogota,-5.0,Medellin - Jose Maria Cordova
MDL,MDL,MM,Airport,21.7022,95.9781,Asia/Rangoon,6.5,Mandalay
MDT,HAR,US,Airport,40.1936,-76.7633,America/New_York,-4.0,"Harrisburg, International, PA"
MDZ,MDZ,AR,Airport,-32.8317,-68.7928,America/Argentina/Buenos_Aires,-3.0,Mendoza
MED,MED,SA,Airport,24.5533,39.705,Asia/Riyadh,3.0,Madinah Prince Mohammad Bin Abdulaziz
MEL,MEL,AU,Airport,-37.6733,144.8433,Australia/Sydney,10.0,Melbourne - Tullamarine International
MEM,MEM,US,Airport,35.0425,-89.9767,America/Chicago,-5.0,"Memphis International, TN"
MES,MES,ID,Airport,3.5581,98.6717,Asia/Jakarta,7.0,Medan
MEX,MEX,MX,Airport,19.4364,-99.0722,America/Mexico_City,-5.0,Mexico City - Aeropuerto Internacional
MFE,MFE,US,Airport,26.1758,-98.2386,America/Chicago,-5.0,McAllen - Miller International
MFM,MFM,MO,Airport,22.1494,113.5917,Asia/Urumqi,6.0,Macau International
MFR,MFR,US,Airport,42.3742,-122.8736,America/Los_Angeles,-7.0,"Medford, OR"
MGA,MGA,NI,Airport,12.1414,-86.1681,America/Managua,-6.0,Managua
MGF,MGF,BR,Airport,-23.4761,-52.0158,America/Sao_Paulo,-3.0,Maringa
MGM,MGM,US,Airport,32.3006,-86.3939,America/Chicago,-5.0,Montgomery - Dannelly Field
MGQ,MGQ,SO,Airport,2.0147,45.305,Africa/Mogadishu,3.0,Mogadishu Aden Adde Intl
MGW,MGW,US,Airport,39.6411,-79.9175,America/New_York,-4.0,Morgantown
MHD,MHD,IR,Airport,36.2342,59.645,Asia/Tehran,4.5,Mashhad Shahid Hashemi Nejad
MHJ,MHG,DE,RailwayStation,49.4794,8.4692,Europe/Berlin,2.0,Mannheim
MHT,MHT,US,Airport,42.9325,-71.4356,America/New_York,-4.0,"Manchester - Boston Regional, NH"
MIA,MIA,US,Airport,25.7933,-80.2906,America/New_York,-4.0,"Miami International, FL"
MID,MID,MX,Airport,20.9369,-89.6578,America/Mexico_City,-5.0,Merida
MIG,MIG,CN,Airport,31.4289,104.7408,Asia/Shanghai,8.0,Mianyang - Nanjiao
MIR,MIR,TN,Airport,35.7581,10.7547,Africa/Tunis,1.0,Monastir Habib Bourguiba International
MJM,MJM,CG,Airport,-6.1211,23.5689,Africa/Lubumbashi,2.0,Mbuji-Mayi
MJT,MJT,GR,Airport,39.0533,26.6022,Europe/Athens,3.0,Mytilene
MKC,MKC,US,Airport,39.1228,-94.5933,America/Chicago,-5.0,"Kansas City, Missouri - Johnson Executive"
MKE,MKE,US,Airport,42.9472,-87.8967,America/Chicago,-5.0,"Milwaukee - General Mitchell, WI"
MKG,MKG,US,Airport,43.1694,-86.2383,America/New_York,-4.0,Muskegon
MKK,MKK,US,Airport,21.1517,-157.0978,Pacific/Honolulu,-10.0,Hoolehua
MLA,MLA,MT,Airport,35.8575,14.4775,Europe/Malta,2.0,Malta
MLB,MLB,US,Airport,28.1028,-80.6453,America/New_York,-4.0,Melbourne
MLE,MLE,MV,Airport,5.25,73.51944444,Indian/Maldives,5.0,Male International
MLH,MLH,FR,Airport,47.6008,7.5292,Europe/Zurich,2.0,Mulhouse Euroairport
MLI,MLI,US,Airport,41.4486,-90.5075,America/Chicago,-5.0,"Moline, IL"
MLM,MLM,MX,Airport,19.85,-101.0256,America/Mexico_City,-5.0,Morelia
MLU,MLU,US,Airport,32.5108,-92.0378,America/Chicago,-5.0,Monroe
MLX,MLX,TR,Airport,38.4353,38.0911,Europe/Istanbul,3.0,Malatya
MMB,MMB,JP,Airport,43.8806,144.1642,Asia/Tokyo,9.0,Memanbetsu
MMH,MMH,US,Airport,37.6244,-118.8406,America/Los_Angeles,-7.0,Mammoth Lakes Mammoth Yosemite
MMK,MMK,RU,Airport,68.7817,32.7508,Europe/Moscow,3.0,Murmansk
MMX,MMA,SE,Airport,55.5425,13.375,Europe/Stockholm,2.0,Malmo - Sturup
MMY,MMY,JP,Airport,24.7828,125.295,Asia/Tokyo,9.0,Miyako
MNL,MNL,PH,Airport,14.5086,121.0194,Asia/Manila,8.0,Manila - Ninoy Aquino International
MOB,MOB,US,Airport,30.6911,-88.2428,America/Chicago,-5.0,Mobile Municipal
MOD,MOD,US,Airport,37.6258,-120.9544,America/Los_Angeles,-7.0,Modesto
MOL,MOL,NO,Airport,62.7447,7.2625,Europe/Oslo,2.0,Molde
MOT,MOT,US,Airport,48.2594,-101.2803,America/Chicago,-5.0,Minot International Apt
MPL,MPL,FR,Airport,43.5833,3.9614,Europe/Paris,2.0,Montpellier
MPM,MPM,MZ,Airport,-25.9208,32.5725,Africa/Maputo,2.0,Maputo International
MQM,MQM,TR,Airport,37.2233,40.6317,Europe/Istanbul,3.0,Mardin
MQP,NLP,ZA,Airport,-25.3831,31.1056,Africa/Johannesburg,2.0,Nelspruit Kruger Mpumalanga Intl
MQX,MQX,ET,Airport,13.4675,39.5333,Africa/Addis_Ababa,3.0,Mekele
MRD,MRD,VE,Airport,8.5822,-71.1611,America/Caracas,-4.0,Merida
MRS,MRS,FR,Airport,43.4367,5.215,Europe/Paris,2.0,Marseille-Provence
MRU,MRU,MU,Airport,-20.4275,57.67638889,Indian/Mauritius,4.0,Mauritius - Seewoosagur International
MRV,MRV,RU,Airport,44.225,43.0819,Europe/Moscow,3.0,Mineralnye Vody
MRY,MRY,US,Airport,36.5869,-121.8431,America/Los_Angeles,-7.0,"Monterey Peninsula, CA"
MSN,MSN,US,Airport,43.1397,-89.3375,America/Chicago,-5.0,"Madison, WI"
MSO,MSO,US,Airport,46.9164,-114.0906,America/Denver,-6.0,"Missoula International, MT"
MSP,MSP,US,Airport,44.8819,-93.2217,America/Chicago,-5.0,"Minneapolis - St Paul International, MN"
MSQ,MSQ,BY,Airport,53.8825,28.0308,Europe/Minsk,3.0,Minsk
MSU,MSU,LS,Airport,-29.4622,27.5525,Africa/Maseru,2.0,Maseru - Moshoeshoe International
MSY,MSY,US,Airport,29.9933,-90.2581,America/Chicago,-5.0,"New Orleans International, LA"
MTJ,MTJ,US,Airport,38.5053,-107.8942,America/Denver,-6.0,Montrose County
MTR,MTR,CO,Airport,8.8236,-75.8258,America/Bogota,-5.0,Monteria Los Garzones
MTS,MTS,SZ,Airport,-26.5289,31.3075,Africa/Mbabane,2.0,Manzini - Matsapha International
MTY,MTY,MX,Airport,25.7786,-100.1069,America/Mexico_City,-5.0,Monterrey - Gen. Mariano Escobedo
MUB,MUB,BW,Airport,-19.9725,23.4311,Africa/Gaborone,2.0,Maun
MUC,MUC,DE,Airport,48.3539,11.7861,Europe/Berlin,2.0,Munich
MUN,MUN,VE,Airport,9.7492,-63.1533,America/Caracas,-4.0,Maturin Quiriquire
MVD,MVD,UY,Airport,-34.8383,-56.0308,America/Montevideo,-3.0,Montevideo
MWH,MWH,US,Airport,47.2047,-119.3167,America/Los_Angeles,-7.0,Moses Lake - Grant County
MWX,MWX,KR,Airport,34.0,126.0,Asia/Seoul,9.0,Muan
MXP,MIL,IT,Airport,45.63,8.7231,Europe/Rome,2.0,Milan Malpensa
MYE,MYE,JP,Airport,34.0736,139.5603,Asia/Tokyo,9.0,Miyake Jima
MYJ,MYJ,JP,Airport,33.8272,132.6997,Asia/Tokyo,9.0,Matsuyama
MYR,MYR,US,Airport,33.6797,-78.9283,America/New_York,-4.0,Myrtle Beach - International
MYY,MYY,MY,Airport,4.3253,113.9883,Asia/Kuala_Lumpur,8.0,Miri
MZH,MZH,TR,Airport,40.8286,35.5203,Europe/Istanbul,3.0,Amasya Merzifon
MZL,MZL,CO,Airport,5.0297,-75.4647,America/Bogota,-5.0,Manizales
MZR,MZR,AF,Airport,36.7069,67.2094,Asia/Kabul,4.5,Mazar-E Sharif
